query_time,cv_x,cv_xt,cv_y,cv_yt,uwb_x,uwb_xt,uwb_y,uwb_yt,dist
2022-08-17T18:16:45.000Z,-1.879,2022-08-17 18:16:44.760582+00:00,4.478,2022-08-17 18:16:44.760582+00:00,-1.43,2022-08-17 18:16:44.852709+00:00,4.807,2022-08-17 18:16:44.852709+00:00,0.5566345300104912
2022-08-17T18:16:45.100Z,-1.879,2022-08-17 18:16:44.760582+00:00,4.478,2022-08-17 18:16:44.760582+00:00,-1.43,2022-08-17 18:16:44.852709+00:00,4.807,2022-08-17 18:16:44.852709+00:00,0.5566345300104912
2022-08-17T18:16:45.200Z,-1.879,2022-08-17 18:16:44.760582+00:00,4.478,2022-08-17 18:16:44.760582+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.8918620969634264
2022-08-17T18:16:45.300Z,-1.497,2022-08-17 18:16:45.269074+00:00,4.303,2022-08-17 18:16:45.269074+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.7233291090506453
2022-08-17T18:16:45.400Z,-1.486,2022-08-17 18:16:45.390579+00:00,4.305,2022-08-17 18:16:45.390579+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.7156116265125941
2022-08-17T18:16:45.500Z,-1.477,2022-08-17 18:16:45.447693+00:00,4.305,2022-08-17 18:16:45.447693+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.7107467903550466
2022-08-17T18:16:45.600Z,-1.433,2022-08-17 18:16:45.568351+00:00,4.301,2022-08-17 18:16:45.568351+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.6916538151416503
2022-08-17T18:16:45.700Z,-1.409,2022-08-17 18:16:45.657282+00:00,4.295,2022-08-17 18:16:45.657282+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.6856157816153303
2022-08-17T18:16:45.800Z,-1.386,2022-08-17 18:16:45.755980+00:00,4.293,2022-08-17 18:16:45.755980+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.6772326040586055
2022-08-17T18:16:45.900Z,-1.341,2022-08-17 18:16:45.869117+00:00,4.29,2022-08-17 18:16:45.869117+00:00,-1.096,2022-08-17 18:16:45.169272+00:00,4.905,2022-08-17 18:16:45.169272+00:00,0.6620045317065437
2022-08-17T18:16:46.000Z,-1.305,2022-08-17 18:16:45.986937+00:00,4.286,2022-08-17 18:16:45.986937+00:00,-0.753,2022-08-17 18:16:45.932255+00:00,5.099,2022-08-17 18:16:45.932255+00:00,0.9826866234970337
2022-08-17T18:16:46.100Z,-1.292,2022-08-17 18:16:46.049701+00:00,4.286,2022-08-17 18:16:46.049701+00:00,-0.753,2022-08-17 18:16:45.932255+00:00,5.099,2022-08-17 18:16:45.932255+00:00,0.9754434888808275
2022-08-17T18:16:46.200Z,-1.267,2022-08-17 18:16:46.166443+00:00,4.392,2022-08-17 18:16:46.166443+00:00,-0.753,2022-08-17 18:16:45.932255+00:00,5.099,2022-08-17 18:16:45.932255+00:00,0.8740966765753087
2022-08-17T18:16:46.300Z,-1.237,2022-08-17 18:16:46.287586+00:00,4.435,2022-08-17 18:16:46.287586+00:00,-0.777,2022-08-17 18:16:46.214851+00:00,4.782,2022-08-17 18:16:46.214851+00:00,0.5762022214466032
2022-08-17T18:16:46.400Z,-1.212,2022-08-17 18:16:46.377116+00:00,4.445,2022-08-17 18:16:46.377116+00:00,-0.777,2022-08-17 18:16:46.214851+00:00,4.782,2022-08-17 18:16:46.214851+00:00,0.5502672078181652
2022-08-17T18:16:46.500Z,-1.186,2022-08-17 18:16:46.443213+00:00,4.473,2022-08-17 18:16:46.443213+00:00,-0.777,2022-08-17 18:16:46.214851+00:00,4.782,2022-08-17 18:16:46.214851+00:00,0.512603160349212
2022-08-17T18:16:46.600Z,-1.146,2022-08-17 18:16:46.557979+00:00,4.554,2022-08-17 18:16:46.557979+00:00,-1.115,2022-08-17 18:16:46.595408+00:00,4.935,2022-08-17 18:16:46.595408+00:00,0.3822590744508225
2022-08-17T18:16:46.700Z,-1.107,2022-08-17 18:16:46.677490+00:00,4.599,2022-08-17 18:16:46.677490+00:00,-1.115,2022-08-17 18:16:46.595408+00:00,4.935,2022-08-17 18:16:46.595408+00:00,0.33609522460159946
2022-08-17T18:16:46.800Z,-1.076,2022-08-17 18:16:46.797514+00:00,4.621,2022-08-17 18:16:46.797514+00:00,-1.115,2022-08-17 18:16:46.595408+00:00,4.935,2022-08-17 18:16:46.595408+00:00,0.31641270518106485
2022-08-17T18:16:46.900Z,-1.069,2022-08-17 18:16:46.857484+00:00,4.628,2022-08-17 18:16:46.857484+00:00,-0.744,2022-08-17 18:16:46.869566+00:00,5.217,2022-08-17 18:16:46.869566+00:00,0.6727153930155005
2022-08-17T18:16:47.000Z,-1.044,2022-08-17 18:16:46.977408+00:00,4.649,2022-08-17 18:16:46.977408+00:00,-0.744,2022-08-17 18:16:46.869566+00:00,5.217,2022-08-17 18:16:46.869566+00:00,0.6423581555487559
2022-08-17T18:16:47.100Z,-1.018,2022-08-17 18:16:47.095562+00:00,4.677,2022-08-17 18:16:47.095562+00:00,-0.744,2022-08-17 18:16:46.869566+00:00,5.217,2022-08-17 18:16:46.869566+00:00,0.6055377775168119
2022-08-17T18:16:47.200Z,-1.001,2022-08-17 18:16:47.155925+00:00,4.694,2022-08-17 18:16:47.155925+00:00,-0.744,2022-08-17 18:16:46.869566+00:00,5.217,2022-08-17 18:16:46.869566+00:00,0.5827332151164885
2022-08-17T18:16:47.300Z,-0.983,2022-08-17 18:16:47.249218+00:00,4.711,2022-08-17 18:16:47.249218+00:00,-0.744,2022-08-17 18:16:46.869566+00:00,5.217,2022-08-17 18:16:46.869566+00:00,0.5596043245008023
2022-08-17T18:16:47.400Z,-0.913,2022-08-17 18:16:47.367086+00:00,4.651,2022-08-17 18:16:47.367086+00:00,-0.464,2022-08-17 18:16:47.313593+00:00,5.489,2022-08-17 18:16:47.313593+00:00,0.9507076311884743
2022-08-17T18:16:47.500Z,-0.847,2022-08-17 18:16:47.487339+00:00,4.635,2022-08-17 18:16:47.487339+00:00,-0.464,2022-08-17 18:16:47.313593+00:00,5.489,2022-08-17 18:16:47.313593+00:00,0.9359513876265156
2022-08-17T18:16:47.600Z,-0.805,2022-08-17 18:16:47.547576+00:00,4.652,2022-08-17 18:16:47.547576+00:00,-0.464,2022-08-17 18:16:47.313593+00:00,5.489,2022-08-17 18:16:47.313593+00:00,0.9037975437010214
2022-08-17T18:16:47.700Z,-0.749,2022-08-17 18:16:47.667946+00:00,4.68,2022-08-17 18:16:47.667946+00:00,-0.464,2022-08-17 18:16:47.313593+00:00,5.489,2022-08-17 18:16:47.313593+00:00,0.8577330587076613
2022-08-17T18:16:47.800Z,-0.71,2022-08-17 18:16:47.787751+00:00,4.708,2022-08-17 18:16:47.787751+00:00,-0.464,2022-08-17 18:16:47.313593+00:00,5.489,2022-08-17 18:16:47.313593+00:00,0.8188265994702416
2022-08-17T18:16:47.900Z,-0.697,2022-08-17 18:16:47.847851+00:00,4.724,2022-08-17 18:16:47.847851+00:00,-0.796,2022-08-17 18:16:47.883952+00:00,5.275,2022-08-17 18:16:47.883952+00:00,0.5598231863722689
2022-08-17T18:16:48.000Z,-0.663,2022-08-17 18:16:47.967380+00:00,4.76,2022-08-17 18:16:47.967380+00:00,-0.796,2022-08-17 18:16:47.883952+00:00,5.275,2022-08-17 18:16:47.883952+00:00,0.5318966064941575
2022-08-17T18:16:48.100Z,-0.637,2022-08-17 18:16:48.087387+00:00,4.786,2022-08-17 18:16:48.087387+00:00,-0.654,2022-08-17 18:16:48.094713+00:00,5.56,2022-08-17 18:16:48.094713+00:00,0.7741866699963259
2022-08-17T18:16:48.200Z,-0.612,2022-08-17 18:16:48.147597+00:00,4.811,2022-08-17 18:16:48.147597+00:00,-0.654,2022-08-17 18:16:48.094713+00:00,5.56,2022-08-17 18:16:48.094713+00:00,0.7501766458641588
2022-08-17T18:16:48.300Z,-0.574,2022-08-17 18:16:48.267350+00:00,4.87,2022-08-17 18:16:48.267350+00:00,-0.654,2022-08-17 18:16:48.094713+00:00,5.56,2022-08-17 18:16:48.094713+00:00,0.6946221994724897
2022-08-17T18:16:48.400Z,-0.541,2022-08-17 18:16:48.387951+00:00,4.938,2022-08-17 18:16:48.387951+00:00,-0.87,2022-08-17 18:16:48.367741+00:00,5.788,2022-08-17 18:16:48.367741+00:00,0.9114499437709132
2022-08-17T18:16:48.500Z,-0.531,2022-08-17 18:16:48.453133+00:00,4.957,2022-08-17 18:16:48.453133+00:00,-0.87,2022-08-17 18:16:48.367741+00:00,5.788,2022-08-17 18:16:48.367741+00:00,0.8974864901490165
2022-08-17T18:16:48.600Z,-0.498,2022-08-17 18:16:48.567845+00:00,5.001,2022-08-17 18:16:48.567845+00:00,-0.87,2022-08-17 18:16:48.367741+00:00,5.788,2022-08-17 18:16:48.367741+00:00,0.8704900918448182
2022-08-17T18:16:48.700Z,-0.459,2022-08-17 18:16:48.687434+00:00,5.038,2022-08-17 18:16:48.687434+00:00,-0.399,2022-08-17 18:16:48.616539+00:00,5.589,2022-08-17 18:16:48.616539+00:00,0.5542571605311024
2022-08-17T18:16:48.800Z,-0.433,2022-08-17 18:16:48.747614+00:00,5.063,2022-08-17 18:16:48.747614+00:00,-0.399,2022-08-17 18:16:48.616539+00:00,5.589,2022-08-17 18:16:48.616539+00:00,0.5270977139013228
2022-08-17T18:16:48.900Z,-0.396,2022-08-17 18:16:48.867295+00:00,5.109,2022-08-17 18:16:48.867295+00:00,-0.399,2022-08-17 18:16:48.616539+00:00,5.589,2022-08-17 18:16:48.616539+00:00,0.48000937490844947
2022-08-17T18:16:49.000Z,-0.359,2022-08-17 18:16:48.987443+00:00,5.161,2022-08-17 18:16:48.987443+00:00,-0.399,2022-08-17 18:16:48.616539+00:00,5.589,2022-08-17 18:16:48.616539+00:00,0.42986509511706195
2022-08-17T18:16:49.100Z,-0.347,2022-08-17 18:16:49.047311+00:00,5.177,2022-08-17 18:16:49.047311+00:00,-0.399,2022-08-17 18:16:48.616539+00:00,5.589,2022-08-17 18:16:48.616539+00:00,0.4152685877838591
2022-08-17T18:16:49.200Z,-0.317,2022-08-17 18:16:49.167473+00:00,5.23,2022-08-17 18:16:49.167473+00:00,-0.332,2022-08-17 18:16:49.116491+00:00,5.888,2022-08-17 18:16:49.116491+00:00,0.6581709504376498
2022-08-17T18:16:49.300Z,-0.287,2022-08-17 18:16:49.287898+00:00,5.294,2022-08-17 18:16:49.287898+00:00,-0.332,2022-08-17 18:16:49.116491+00:00,5.888,2022-08-17 18:16:49.116491+00:00,0.5957021067614251
2022-08-17T18:16:49.400Z,-0.268,2022-08-17 18:16:49.347490+00:00,5.327,2022-08-17 18:16:49.347490+00:00,-0.332,2022-08-17 18:16:49.116491+00:00,5.888,2022-08-17 18:16:49.116491+00:00,0.5646388226114105
2022-08-17T18:16:49.500Z,-0.244,2022-08-17 18:16:49.467459+00:00,5.361,2022-08-17 18:16:49.467459+00:00,-0.332,2022-08-17 18:16:49.116491+00:00,5.888,2022-08-17 18:16:49.116491+00:00,0.5342967340345626
2022-08-17T18:16:49.600Z,-0.225,2022-08-17 18:16:49.587868+00:00,5.383,2022-08-17 18:16:49.587868+00:00,-0.332,2022-08-17 18:16:49.116491+00:00,5.888,2022-08-17 18:16:49.116491+00:00,0.5162111970889434
2022-08-17T18:16:49.700Z,-0.22,2022-08-17 18:16:49.647506+00:00,5.387,2022-08-17 18:16:49.647506+00:00,-0.332,2022-08-17 18:16:49.116491+00:00,5.888,2022-08-17 18:16:49.116491+00:00,0.5133663409301396
2022-08-17T18:16:49.800Z,-0.207,2022-08-17 18:16:49.797520+00:00,5.419,2022-08-17 18:16:49.797520+00:00,-0.332,2022-08-17 18:16:49.116491+00:00,5.888,2022-08-17 18:16:49.116491+00:00,0.4853720222674565
2022-08-17T18:16:49.900Z,-0.204,2022-08-17 18:16:49.887556+00:00,5.438,2022-08-17 18:16:49.887556+00:00,-0.555,2022-08-17 18:16:49.822829+00:00,6.172,2022-08-17 18:16:49.822829+00:00,0.8136073991797274
2022-08-17T18:16:50.000Z,-0.202,2022-08-17 18:16:49.947456+00:00,5.477,2022-08-17 18:16:49.947456+00:00,-0.555,2022-08-17 18:16:49.822829+00:00,6.172,2022-08-17 18:16:49.822829+00:00,0.7795088197063579
2022-08-17T18:16:50.100Z,-0.198,2022-08-17 18:16:50.067629+00:00,5.57,2022-08-17 18:16:50.067629+00:00,-0.555,2022-08-17 18:16:49.822829+00:00,6.172,2022-08-17 18:16:49.822829+00:00,0.699894992123818
2022-08-17T18:16:50.200Z,-0.193,2022-08-17 18:16:50.188055+00:00,5.657,2022-08-17 18:16:50.188055+00:00,-0.555,2022-08-17 18:16:49.822829+00:00,6.172,2022-08-17 18:16:49.822829+00:00,0.6294990071477473
2022-08-17T18:16:50.300Z,-0.191,2022-08-17 18:16:50.239808+00:00,5.686,2022-08-17 18:16:50.239808+00:00,-0.555,2022-08-17 18:16:49.822829+00:00,6.172,2022-08-17 18:16:49.822829+00:00,0.6072001317522912
2022-08-17T18:16:50.400Z,-0.185,2022-08-17 18:16:50.387976+00:00,5.776,2022-08-17 18:16:50.387976+00:00,-0.213,2022-08-17 18:16:50.308594+00:00,6.317,2022-08-17 18:16:50.308594+00:00,0.5417240995193037
2022-08-17T18:16:50.500Z,-0.183,2022-08-17 18:16:50.453202+00:00,5.793,2022-08-17 18:16:50.453202+00:00,-0.213,2022-08-17 18:16:50.308594+00:00,6.317,2022-08-17 18:16:50.308594+00:00,0.5248580760548512
2022-08-17T18:16:50.600Z,-0.171,2022-08-17 18:16:50.567415+00:00,5.838,2022-08-17 18:16:50.567415+00:00,-0.213,2022-08-17 18:16:50.308594+00:00,6.317,2022-08-17 18:16:50.308594+00:00,0.48083781049330976
2022-08-17T18:16:50.700Z,-0.152,2022-08-17 18:16:50.687727+00:00,5.89,2022-08-17 18:16:50.687727+00:00,-0.542,2022-08-17 18:16:50.698854+00:00,6.561,2022-08-17 18:16:50.698854+00:00,0.7761063071512821
2022-08-17T18:16:50.800Z,-0.133,2022-08-17 18:16:50.747841+00:00,5.94,2022-08-17 18:16:50.747841+00:00,-0.542,2022-08-17 18:16:50.698854+00:00,6.561,2022-08-17 18:16:50.698854+00:00,0.7435872511010388
2022-08-17T18:16:50.900Z,-0.103,2022-08-17 18:16:50.869176+00:00,6.044,2022-08-17 18:16:50.869176+00:00,-0.542,2022-08-17 18:16:50.698854+00:00,6.561,2022-08-17 18:16:50.698854+00:00,0.6782403703702696
2022-08-17T18:16:51.000Z,-0.078,2022-08-17 18:16:50.987781+00:00,6.142,2022-08-17 18:16:50.987781+00:00,-0.542,2022-08-17 18:16:50.698854+00:00,6.561,2022-08-17 18:16:50.698854+00:00,0.6251855724502923
2022-08-17T18:16:51.100Z,-0.069,2022-08-17 18:16:51.047941+00:00,6.173,2022-08-17 18:16:51.047941+00:00,-0.705,2022-08-17 18:16:51.056345+00:00,6.971,2022-08-17 18:16:51.056345+00:00,1.0204410811016968
2022-08-17T18:16:51.200Z,-0.048,2022-08-17 18:16:51.167440+00:00,6.252,2022-08-17 18:16:51.167440+00:00,-0.705,2022-08-17 18:16:51.056345+00:00,6.971,2022-08-17 18:16:51.056345+00:00,0.9739661185072099
2022-08-17T18:16:51.300Z,-1.43,2022-08-17 18:16:51.291936+00:00,7.17,2022-08-17 18:16:51.291936+00:00,-0.308,2022-08-17 18:16:51.235598+00:00,6.951,2022-08-17 18:16:51.235598+00:00,1.1431732152215603
2022-08-17T18:16:51.400Z,-0.015,2022-08-17 18:16:51.347751+00:00,6.362,2022-08-17 18:16:51.347751+00:00,-0.308,2022-08-17 18:16:51.235598+00:00,6.951,2022-08-17 18:16:51.235598+00:00,0.657852567069552
2022-08-17T18:16:51.500Z,-0.002,2022-08-17 18:16:51.467592+00:00,6.415,2022-08-17 18:16:51.467592+00:00,-0.308,2022-08-17 18:16:51.235598+00:00,6.951,2022-08-17 18:16:51.235598+00:00,0.617196889169088
2022-08-17T18:16:51.600Z,0.009,2022-08-17 18:16:51.587639+00:00,6.467,2022-08-17 18:16:51.587639+00:00,-0.414,2022-08-17 18:16:51.583757+00:00,7.314,2022-08-17 18:16:51.583757+00:00,0.9467512872977785
2022-08-17T18:16:51.700Z,0.012,2022-08-17 18:16:51.647670+00:00,6.484,2022-08-17 18:16:51.647670+00:00,-0.414,2022-08-17 18:16:51.583757+00:00,7.314,2022-08-17 18:16:51.583757+00:00,0.9329394406926957
2022-08-17T18:16:51.800Z,0.024,2022-08-17 18:16:51.799192+00:00,6.572,2022-08-17 18:16:51.799192+00:00,-0.414,2022-08-17 18:16:51.583757+00:00,7.314,2022-08-17 18:16:51.583757+00:00,0.8616310115124687
2022-08-17T18:16:51.900Z,0.03,2022-08-17 18:16:51.889402+00:00,6.635,2022-08-17 18:16:51.889402+00:00,-0.414,2022-08-17 18:16:51.583757+00:00,7.314,2022-08-17 18:16:51.583757+00:00,0.8112810856910201
2022-08-17T18:16:52.000Z,0.038,2022-08-17 18:16:51.947501+00:00,6.731,2022-08-17 18:16:51.947501+00:00,-0.414,2022-08-17 18:16:51.583757+00:00,7.314,2022-08-17 18:16:51.583757+00:00,0.737694381163365
2022-08-17T18:16:52.100Z,0.048,2022-08-17 18:16:52.067836+00:00,6.864,2022-08-17 18:16:52.067836+00:00,-0.127,2022-08-17 18:16:52.068846+00:00,7.44,2022-08-17 18:16:52.068846+00:00,0.6019975083004917
2022-08-17T18:16:52.200Z,-1.428,2022-08-17 18:16:52.191559+00:00,7.17,2022-08-17 18:16:52.191559+00:00,-0.127,2022-08-17 18:16:52.068846+00:00,7.44,2022-08-17 18:16:52.068846+00:00,1.328721566017501
2022-08-17T18:16:52.300Z,-1.426,2022-08-17 18:16:52.254180+00:00,7.17,2022-08-17 18:16:52.254180+00:00,-0.127,2022-08-17 18:16:52.068846+00:00,7.44,2022-08-17 18:16:52.068846+00:00,1.3267633549356117
2022-08-17T18:16:52.400Z,-1.427,2022-08-17 18:16:52.372707+00:00,7.17,2022-08-17 18:16:52.372707+00:00,-0.255,2022-08-17 18:16:52.374509+00:00,7.76,2022-08-17 18:16:52.374509+00:00,1.312129566773038
2022-08-17T18:16:52.500Z,-1.428,2022-08-17 18:16:52.494341+00:00,7.17,2022-08-17 18:16:52.494341+00:00,-0.255,2022-08-17 18:16:52.374509+00:00,7.76,2022-08-17 18:16:52.374509+00:00,1.3130228482398927
2022-08-17T18:16:52.600Z,-1.428,2022-08-17 18:16:52.556770+00:00,7.166,2022-08-17 18:16:52.556770+00:00,-0.255,2022-08-17 18:16:52.374509+00:00,7.76,2022-08-17 18:16:52.374509+00:00,1.3148250834236466
2022-08-17T18:16:52.700Z,-1.429,2022-08-17 18:16:52.674944+00:00,7.156,2022-08-17 18:16:52.674944+00:00,-0.255,2022-08-17 18:16:52.374509+00:00,7.76,2022-08-17 18:16:52.374509+00:00,1.3202620951917086
2022-08-17T18:16:52.800Z,-1.434,2022-08-17 18:16:52.790941+00:00,7.149,2022-08-17 18:16:52.790941+00:00,-0.218,2022-08-17 18:16:52.722926+00:00,8.09,2022-08-17 18:16:52.722926+00:00,1.537575038819244
2022-08-17T18:16:52.900Z,-1.435,2022-08-17 18:16:52.855267+00:00,7.147,2022-08-17 18:16:52.855267+00:00,-0.218,2022-08-17 18:16:52.722926+00:00,8.09,2022-08-17 18:16:52.722926+00:00,1.5395902052169594
2022-08-17T18:16:53.000Z,-1.438,2022-08-17 18:16:52.972108+00:00,7.136,2022-08-17 18:16:52.972108+00:00,-0.218,2022-08-17 18:16:52.722926+00:00,8.09,2022-08-17 18:16:52.722926+00:00,1.5487143054805168
2022-08-17T18:16:53.100Z,0.199,2022-08-17 18:16:53.088639+00:00,7.664,2022-08-17 18:16:53.088639+00:00,-0.218,2022-08-17 18:16:52.722926+00:00,8.09,2022-08-17 18:16:52.722926+00:00,0.5961249868945271
2022-08-17T18:16:53.200Z,-1.443,2022-08-17 18:16:53.183044+00:00,7.133,2022-08-17 18:16:53.183044+00:00,-0.218,2022-08-17 18:16:52.722926+00:00,8.09,2022-08-17 18:16:52.722926+00:00,1.5545012061751513
2022-08-17T18:16:53.300Z,0.227,2022-08-17 18:16:53.297440+00:00,7.828,2022-08-17 18:16:53.297440+00:00,-0.271,2022-08-17 18:16:53.271073+00:00,8.403,2022-08-17 18:16:53.271073+00:00,0.760676672443687
2022-08-17T18:16:53.400Z,-1.445,2022-08-17 18:16:53.361771+00:00,7.136,2022-08-17 18:16:53.361771+00:00,-0.271,2022-08-17 18:16:53.271073+00:00,8.403,2022-08-17 18:16:53.271073+00:00,1.727299916053955
2022-08-17T18:16:53.500Z,-1.448,2022-08-17 18:16:53.482814+00:00,7.145,2022-08-17 18:16:53.482814+00:00,-0.271,2022-08-17 18:16:53.271073+00:00,8.403,2022-08-17 18:16:53.271073+00:00,1.72275738280235
2022-08-17T18:16:53.600Z,-1.449,2022-08-17 18:16:53.541387+00:00,7.15,2022-08-17 18:16:53.541387+00:00,-0.002,2022-08-17 18:16:53.567302+00:00,8.549,2022-08-17 18:16:53.567302+00:00,2.012712100624428
2022-08-17T18:16:53.700Z,-1.45,2022-08-17 18:16:53.631005+00:00,7.154,2022-08-17 18:16:53.631005+00:00,-0.002,2022-08-17 18:16:53.567302+00:00,8.549,2022-08-17 18:16:53.567302+00:00,2.0106538737435637
2022-08-17T18:16:53.800Z,-1.451,2022-08-17 18:16:53.784485+00:00,7.16,2022-08-17 18:16:53.784485+00:00,-0.002,2022-08-17 18:16:53.567302+00:00,8.549,2022-08-17 18:16:53.567302+00:00,2.007217477006415
2022-08-17T18:16:53.900Z,0.344,2022-08-17 18:16:53.897808+00:00,8.472,2022-08-17 18:16:53.897808+00:00,-0.002,2022-08-17 18:16:53.567302+00:00,8.549,2022-08-17 18:16:53.567302+00:00,0.35446438467073105
2022-08-17T18:16:54.000Z,-1.453,2022-08-17 18:16:53.989585+00:00,7.164,2022-08-17 18:16:53.989585+00:00,-0.002,2022-08-17 18:16:53.567302+00:00,8.549,2022-08-17 18:16:53.567302+00:00,2.005897803977062
2022-08-17T18:16:54.100Z,-1.453,2022-08-17 18:16:54.082682+00:00,7.165,2022-08-17 18:16:54.082682+00:00,0.001,2022-08-17 18:16:54.020037+00:00,8.922,2022-08-17 18:16:54.020037+00:00,2.2806062790407293
2022-08-17T18:16:54.200Z,0.386,2022-08-17 18:16:54.197768+00:00,8.72,2022-08-17 18:16:54.197768+00:00,0.001,2022-08-17 18:16:54.020037+00:00,8.922,2022-08-17 18:16:54.020037+00:00,0.43477465427506234
2022-08-17T18:16:54.300Z,0.399,2022-08-17 18:16:54.257264+00:00,8.786,2022-08-17 18:16:54.257264+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.5103606567908626
2022-08-17T18:16:54.400Z,0.422,2022-08-17 18:16:54.377794+00:00,8.903,2022-08-17 18:16:54.377794+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.4328071163925103
2022-08-17T18:16:54.500Z,0.435,2022-08-17 18:16:54.497906+00:00,8.995,2022-08-17 18:16:54.497906+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.38282763745581444
2022-08-17T18:16:54.600Z,0.435,2022-08-17 18:16:54.590033+00:00,9.05,2022-08-17 18:16:54.590033+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.3542485003496838
2022-08-17T18:16:54.700Z,0.425,2022-08-17 18:16:54.651763+00:00,9.102,2022-08-17 18:16:54.651763+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.3239753077010654
2022-08-17T18:16:54.800Z,0.407,2022-08-17 18:16:54.768909+00:00,9.229,2022-08-17 18:16:54.768909+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.2863930865087353
2022-08-17T18:16:54.900Z,0.389,2022-08-17 18:16:54.890954+00:00,9.389,2022-08-17 18:16:54.890954+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.32007655334310203
2022-08-17T18:16:55.000Z,0.383,2022-08-17 18:16:54.947351+00:00,9.442,2022-08-17 18:16:54.947351+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.3473154186038966
2022-08-17T18:16:55.100Z,0.367,2022-08-17 18:16:55.097260+00:00,9.638,2022-08-17 18:16:55.097260+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.49019587921564534
2022-08-17T18:16:55.200Z,0.362,2022-08-17 18:16:55.187457+00:00,9.719,2022-08-17 18:16:55.187457+00:00,0.121,2022-08-17 18:16:54.273584+00:00,9.214,2022-08-17 18:16:54.273584+00:00,0.5595587547344774
2022-08-17T18:16:55.300Z,0.358,2022-08-17 18:16:55.248640+00:00,9.785,2022-08-17 18:16:55.248640+00:00,-0.177,2022-08-17 18:16:55.249154+00:00,9.474,2022-08-17 18:16:55.249154+00:00,0.6188263084258779
2022-08-17T18:16:55.400Z,0.355,2022-08-17 18:16:55.368857+00:00,9.881,2022-08-17 18:16:55.368857+00:00,-0.177,2022-08-17 18:16:55.249154+00:00,9.474,2022-08-17 18:16:55.249154+00:00,0.6698305755935602
2022-08-17T18:16:55.500Z,0.355,2022-08-17 18:16:55.427151+00:00,9.915,2022-08-17 18:16:55.427151+00:00,0.018,2022-08-17 18:16:55.416153+00:00,9.709,2022-08-17 18:16:55.416153+00:00,0.39497468273295666
2022-08-17T18:16:55.600Z,0.354,2022-08-17 18:16:55.577690+00:00,10.02,2022-08-17 18:16:55.577690+00:00,0.018,2022-08-17 18:16:55.416153+00:00,9.709,2022-08-17 18:16:55.416153+00:00,0.4578394915251413
2022-08-17T18:16:55.700Z,0.355,2022-08-17 18:16:55.669101+00:00,10.08,2022-08-17 18:16:55.669101+00:00,0.018,2022-08-17 18:16:55.416153+00:00,9.709,2022-08-17 18:16:55.416153+00:00,0.5012085394324405
2022-08-17T18:16:55.800Z,0.359,2022-08-17 18:16:55.787126+00:00,10.19,2022-08-17 18:16:55.787126+00:00,-0.048,2022-08-17 18:16:55.737712+00:00,10.033,2022-08-17 18:16:55.737712+00:00,0.43623158986941785
2022-08-17T18:16:55.900Z,0.364,2022-08-17 18:16:55.848936+00:00,10.272,2022-08-17 18:16:55.848936+00:00,-0.048,2022-08-17 18:16:55.737712+00:00,10.033,2022-08-17 18:16:55.737712+00:00,0.47630347468814493
2022-08-17T18:16:56.000Z,0.371,2022-08-17 18:16:55.968563+00:00,10.405,2022-08-17 18:16:55.968563+00:00,-0.048,2022-08-17 18:16:55.737712+00:00,10.033,2022-08-17 18:16:55.737712+00:00,0.5603079510412108
2022-08-17T18:16:56.100Z,0.387,2022-08-17 18:16:56.090227+00:00,10.534,2022-08-17 18:16:56.090227+00:00,-0.048,2022-08-17 18:16:55.737712+00:00,10.033,2022-08-17 18:16:55.737712+00:00,0.6634952901113927
